featureid	Intercept	ATTRIBUTE_sex[T.male]	ATTRIBUTE_samplecollectiontimehongcode[T.Cort_1200]	ATTRIBUTE_samplecollectiontimehongcode[T.Cort_1600]	ATTRIBUTE_samplecollectiontimehongcode[T.Cort_1900]	ATTRIBUTE_samplecollectiontimehongcode[T.Cort_Waking]	C(ATTRIBUTE_bmicat_bditotalcat, Treatment('HL'))[T.HH]	C(ATTRIBUTE_bmicat_bditotalcat, Treatment('HL'))[T.OH]	C(ATTRIBUTE_bmicat_bditotalcat, Treatment('HL'))[T.OL]	ATTRIBUTE_age	ATTRIBUTE_race	ATTRIBUTE_metabolomicsplatenumber	ATTRIBUTE_del8
26	3.2554902851173	-0.225271967407303	0.332416777170975	0.193989500198884	0.14939560572695	0.593058394258507	2.65393074861887	-0.164305239434873	0.00797827296446685	-0.00305532638875623	0.339991071954418	0.194085991833245	0.0126008745881449
27	3.63017974491802	-0.234067377801971	0.301862959421952	0.297751650009675	0.225891968413107	0.622115181749352	2.83349379412058	-0.1196283395249	0.0984798198242081	-0.00407774348704	0.355944687262226	0.250603145811593	0.01897220808479
28	-4.32707096938404	-0.338483450170593	0.344176535166581	0.373997911606355	0.268534084959738	0.631853865449913	3.19789537302378	0.260652393583621	0.123680186798085	0.0117939918026529	0.670638555422474	1.60174734041456	0.0623595982922893
30	2.52753685112683	-0.264189955946045	0.188268665827592	0.17836807647757	0.134833475752584	0.473694609468468	2.83150895944956	-0.057557135339414	0.145714831878651	-0.00321635578719755	0.375494682923008	0.449218607399498	0.0168528825759608
31	3.8697345077583	-0.244255689140396	0.279863361872513	0.272398218308015	0.165899416609518	0.648027943437584	2.84074279180887	-0.241624027009641	-0.0113339895706284	-0.00315280233470579	0.331308820977856	0.152123159620797	0.0237574431246798
32	-3.39625193480762	-0.253573266025619	0.236380581415971	0.187910541687531	0.187481066389791	0.447705315416344	3.2356046091688	0.300271839384402	0.20167918257903	0.00628929796667914	0.656675236061264	1.62499434396986	0.0553368747367244
33	2.52769399877278	-0.337922928091125	0.31757593587764	0.299459680710358	0.251943489714376	0.694249438112267	2.82923754564646	-0.193673759217893	-0.0195591921310532	-0.0047974453583159	0.381186673179318	0.245536035749947	0.0261761861054878
35	2.1210247098991	-0.276867059227066	0.421820168055375	0.376827701721711	0.270073792143576	0.662190722291954	3.01336976400736	0.0581091349166285	0.319874120285023	-0.00472906765488763	0.403886371985127	0.440649888370072	0.0215671456551831
36	-4.34483029250416	-0.197670010086136	0.302463774241288	0.197343334351106	0.0414492098529262	0.614731358354576	3.46229418627146	0.584186345819796	0.269472671081532	0.00574523794504027	0.677233734861065	1.37254691765073	0.069094431413589
37	0.797423106391108	-0.280918327327804	0.321732525385697	0.3206252900701	0.168693920775167	0.631335781877525	2.98189982286814	-0.0564439589935888	0.17715091757964	0.00163853193672518	0.499890262022663	0.631455323550736	0.0313621264083962
38	-0.181648510735357	-0.35749992465599	0.288224224604447	0.325162872467561	0.144709488554708	0.660488413637169	2.91355046144846	0.00335368562158456	0.153750253250111	-0.00200021986810346	0.463546806708027	0.815853617045914	0.037831487892447
39	-1.09602548484119	-0.281973538156585	0.297439579523881	0.395399078522248	0.284489771528952	0.588571595018395	2.84091051927927	0.0406602327865015	0.0934379821319473	-0.00259166744498392	0.517970131471802	0.983062690947091	0.0387449737771134
40	-4.17382790450367	-0.257448104377823	0.243484024561722	0.227893575821442	0.238980909987204	0.570814656084068	3.24785753599527	0.349724978689517	0.0994448190231216	0.0115008561596475	0.675033302739311	1.52628106519941	0.0649516999854426
41	-1.24765993956836	-0.345150140281753	0.257534746683915	0.236538156662507	0.195650955839865	0.546850251024254	2.94603034368876	0.063516706709231	0.102346134712209	0.00660705032797675	0.55728212161367	1.13391313597921	0.045991838736711
43	3.87003193493572	-0.103855771180229	0.631077770747025	0.222214922104401	-0.111362317399271	0.391041086977013	3.40459402910593	0.380174309496249	0.239158464004506	-0.0155815805583992	0.167166957393337	-0.275095873620475	0.0308522319554071
44	-5.37383438948902	-0.468200293537216	0.383818153895219	0.501308426056428	0.377282759352438	0.735432432954796	3.07214971891764	0.204502553228701	0.316179228355397	0.00655310067387442	0.569233728334356	1.82577878877882	0.0552010990812163
45	-0.108736771385992	-0.342573997732239	0.256715063608964	0.234482273254914	0.238714834852926	0.575767086809166	2.85641261450174	-0.0682534272629369	0.121321988632191	0.00213635738046984	0.487271593645264	0.842099255774056	0.0355057481809239
46	-0.370082873146856	-0.554864135738449	0.169610266245682	0.292309030685944	0.31947126071047	0.587184714143761	2.7227221380842	-0.0964203174072851	0.274463725616444	-0.00338995431510587	0.440519997611691	1.08181033179525	0.0199725959117244
47	5.29001043434826	-0.203707453962402	-0.315575118504684	-0.513764158095794	-0.762466052369364	-0.192995263273231	3.13393422476175	-0.246100455041562	-0.296925949523936	0.00291561919303755	0.446912729874302	0.041774160120522	-0.00716558022958231
48	0.148008090216791	-0.284323749300079	0.279339317835648	0.368581041489167	0.178824564619772	0.676506327455528	2.90077384821299	-0.0540753896195043	0.117212009956349	0.000341957686861558	0.466013574734379	0.79010409012798	0.0310675434901099
49	-1.26157190207752	-0.252095994707184	0.0303652329815223	0.0905237046819161	0.0758451430041713	0.439464138811119	2.91204818598154	0.0358409588378321	0.195416045715321	0.00374660852404456	0.564845639973928	1.02374861285452	0.0423620984091144
50	-1.56264783744129	0.0546677807939838	0.913341407336075	0.323928341064973	0.867105623884909	0.71447758561898	3.24572798124674	0.58261296201166	0.569511008789052	0.0198192170545659	0.414176115527798	1.07851547643903	0.0394066356255393
51	4.72560880776135	-0.0374893892370031	0.629179601229508	0.587198123131318	0.416703244848959	0.743228243654259	3.19309040418985	0.57142505097803	0.689492834140767	-0.0130557201146879	0.229366073146511	-0.183790140893424	0.00977092964041042
52	1.37556318636624	-0.208357599731521	0.0462491555584266	0.0610155908208321	0.0542828051288051	0.394842432802208	2.84958204141977	-0.123371749635373	0.10997791342925	0.00317297528537135	0.481343628600288	0.589899032268559	0.0227850580720882
53	-3.54689480666431	-0.231850740667419	0.254645113505204	0.220833524857087	0.22647752444338	0.515907810991295	3.23247822634104	0.26053592610773	0.0603104358215225	0.0108733123824201	0.708107987180401	1.49739278003935	0.0648560680581908
54	-3.06489731673511	-0.941212204452591	0.147989754237015	0.260416492615266	0.137218138380758	0.676099108522423	2.48914643637064	0.146963209394778	0.496884656478871	-0.00411769908813615	0.125923225417782	1.58440453455213	0.0270111484585981
55	0.413066965300715	-0.234288362022476	0.253845219172318	0.340071186218781	0.14310087840151	0.666173981493004	2.91816350332621	-0.0459428126770605	0.156933141281117	-0.000631401063481765	0.451330104604412	0.740831798765694	0.0294028286023717
56	3.11861304636685	-0.251284566875534	0.24071956113704	0.213757023010773	0.156797310515158	0.592919873064049	2.69727321974161	-0.154753952737485	0.0678687816162002	-0.00460986581591745	0.341029384866406	0.26723313972715	0.0210036745427828
59	-3.23118521575245	-0.266026643272476	0.230049376047929	0.379501089249177	0.129215618773214	0.643374251192101	3.17078586927775	0.145053238157595	0.069565368225087	0.00584361913653235	0.612389815732885	1.32432556793455	0.0500345684720855
60	2.93122301693646	-0.0855030093155668	0.370889906443436	0.226466879044099	0.636693259878866	0.782454060380943	2.79677304140452	-0.189089327569639	-0.270381497810374	-0.0102319267853894	0.539698464557577	0.0713747207856527	0.0395255264027696
61	0.214696031768	-0.288487342353897	0.328248028315385	0.34968589225821	0.149732014342062	0.63586430436898	3.02785250059488	-0.0766324098068822	0.212167454292287	0.00256008680017809	0.471936898067642	0.569517805132901	0.0292768523229938
62	7.10583041306225	-0.0922446224652097	0.261759285487015	0.241959556732697	0.129908940001242	0.549411820238121	2.55233630052927	-0.110997944589292	-0.0500145430069077	-0.0104323995575108	0.19489354802673	-0.403267675187553	-0.00503274536293936
63	4.08049915428845	0.985649737361832	0.172937635935624	0.286562666092439	0.772827407522909	1.60519664174844	3.7685806404722	0.274028510336245	0.826307368804921	-0.0127830577358403	0.27771888090675	-0.269381755139793	0.00807703827905464
64	6.56413481827465	-0.0780588958226011	0.284886841334183	0.270324930344148	0.137248417540304	0.551257180040367	2.55501529089335	-0.049107223268186	-0.00129775948334809	-0.00791998741177698	0.18932599736755	-0.376634770181144	-0.00587339623433542
66	1.39246205683438	-0.263554570432739	0.269102100886185	0.249640688095612	0.217517038985006	0.61028795129586	2.87183448187235	-0.0484047229248632	0.183704209854115	-0.00169540544001241	0.419776255026508	0.533880493495499	0.0274456253408175
67	2.69876311417309	-0.211572823282318	0.266053442515214	0.251288160477204	0.213817259474508	0.636338042085655	2.78868099562052	-0.150039225335752	0.0534317021865738	-0.00745379527060171	0.308738389745403	0.154841846678292	0.0128436573448311
68	-3.191349762719	-1.35716744994743	0.462250237025101	0.153134330902619	0.0342523066241665	0.662401007478722	2.60756667963389	0.122533888105715	0.148347449829091	-0.0011812296971478	0.184165069595028	1.21316999838117	0.0416741117967944
69	1.52474258537976	-0.490549472328262	0.845890883959611	0.870095714722199	0.649784585638754	1.2666287887745	3.27213581911448	0.122818679098452	0.546632957984914	-0.0141464515864648	-0.11571048782761	-0.50172608449694	0.0283894676848035
70	-4.76649882201465	-0.263755944725113	0.146549229182084	0.174066051636262	0.208533426924459	0.556825207536705	3.23693105093363	0.267545074705447	0.012930584480275	0.0128949119433961	0.680772306159187	1.50715101406339	0.057523065073667
74	6.41941521759716	-0.0586201522312925	0.4831140084637	0.485803350601716	0.401337048216574	0.866995142763145	2.15263756624582	-0.172480850930845	-0.0700381273727524	-0.0182581783547797	0.136686721578289	-0.512505703713859	-0.00577380432349634
77	-4.00315405730518	-0.261789885517196	0.163062815226395	0.303130373154206	0.177430531187765	0.609092043703087	3.08763893953684	0.131001323942507	0.0346815114517105	0.00791063743682723	0.605564707651783	1.48368669197324	0.0484879918529372
78	-2.80927111510547	-0.209694710727768	-0.597589011632125	0.284745678101106	-0.119491914109476	0.90450410730172	2.89892860762003	0.271708339933718	0.0252025847930801	0.00264939690979342	0.770831415191341	1.2004156176782	0.0291232772304397
79	-4.01960493926319	-0.464476731773453	0.137851957835038	-0.313371911849456	-0.228650430039652	0.455718563859947	2.8851145159376	0.156461805586184	-0.10561947769929	0.017819149671515	0.583148519270171	1.60056234047178	0.0608015142514091
80	1.27844957705227	-2.04118498897179	-3.17431258722417	-1.57101298889108	-1.31899485905577	-2.20293946378898	5.08421155325297	1.27216608870443	0.875045550395955	0.04740878033491	0.235498586431194	0.660921512063478	-0.0164309210942407
81	0.182989937026178	-0.332743373867111	0.306443934000809	0.338177665863557	0.260251900358908	0.597817705934532	2.83292147032145	-0.104609757180845	0.11945147566985	0.00211742172988276	0.461072677508045	0.737044638845955	0.0329807818068843
83	-1.95592190627369	-0.431096521373825	0.256369833506425	0.281762346420808	0.210555693312399	0.688500212495812	3.02726312986734	0.111083001379336	0.210289788772572	0.00539659175129752	0.493934871390511	1.15586996719602	0.0381792903079371
84	5.88175247307507	-0.0948040906153486	0.233304028071244	0.226479276810212	0.0989512411792202	0.5091448295765	2.58120783678415	-0.11101439547125	-0.038277911613475	-0.0109918254703083	0.182650038734127	-0.371004515435661	-0.00534695124787283
85	-4.65809704665455	-0.410588381048279	0.276208643473466	0.227063163910432	0.291213890715353	0.258075522249229	2.98380395285013	0.232812971357669	0.122129393150319	0.00265299740286688	0.652194680407692	1.59053886577848	0.0486832752956729
86	-4.56662632827076	-0.239092615600662	0.254202370203812	0.232154354248566	0.209017416640036	0.547630833452232	3.28572722784403	0.360335261110629	0.122997594406117	0.0124696141764722	0.687715278700043	1.50020570204023	0.0643932193650584
87	-3.62231757048878	-0.390036639925079	0.326156143702347	0.383987411652131	0.354908606215231	0.674330996339806	3.00758561006907	-0.0477649266678442	-0.231335925529491	0.0166502020046316	0.641420243069578	1.18690103933576	0.0544467762245517
88	-5.43583275679859	-0.250049558635788	0.337852243937333	0.404958233032746	0.396400472326986	0.716637181108482	3.12931915632609	0.366463870291079	0.134330225517262	0.00956630918236594	0.673898154631306	1.56555659219984	0.0608096651865821
89	6.36593793030468	-0.0458505946956442	0.29066491559871	0.259039148483796	0.117221733732931	0.58784561044503	2.71939464918497	-0.18815222334448	-0.138117122123729	-0.0136887382060089	0.189849802985836	-0.619923644807304	0.00657308270621109
90	0.3467920839378	-0.235151973720627	0.33152652219661	0.542534336243195	0.417707463904135	0.58691148645211	2.78078981748942	-0.224091797586118	0.13836450629424	-0.00310933751014848	0.400345692172695	0.607148050222432	0.0176275285792257
91	-5.44110943679127	0.207368883136673	0.184149984873612	-0.0195558222193291	0.228200337095968	0.523712681596764	3.6926546346319	0.85529619503435	0.63960917048644	-0.00156538535801549	0.794248396292378	1.45524699136976	0.0660534769429545
92	2.38463779981819	-0.109679651614265	0.225002054728348	0.19277785697989	0.0855726210315151	0.541784571474083	2.70503100267771	0.173942655805911	0.237418962051381	0.00337453584225993	0.479531647399117	-0.145725959088768	0.0198949047497194
93	-5.02938916091236	-0.292618123050766	0.236318831003983	0.140276178513093	0.203206917448751	0.531324671571739	3.23152884355906	0.32487472939905	0.118502688934315	0.0117422028169237	0.668911376729656	1.50586969301466	0.0652376346423011
94	6.7317139923164	-0.0635449636541174	0.223230604685624	0.221869692001862	0.130516430540792	0.498894261186607	2.43610009065989	-0.0543548161942113	-0.0260131830673325	-0.0110877209618487	0.130168119207073	-0.459838681962455	-0.017823188738646
95	-3.74077727202686	-0.0684235889278219	0.105243925608475	0.245514377747102	0.10519542376589	0.551554249589928	3.33393832556131	0.486730069403018	0.363001657058705	0.00447135257573943	0.681780757144142	1.26523036405805	0.0601887822284083
96	3.80337439175335	0.0164563197828963	0.461039905108292	0.306832536850495	0.230243584318869	0.628993080919273	2.38513895384195	-0.101792007203733	-0.326266097496043	-0.0196131507210233	0.116261431708981	-0.812830739762748	-0.00990089698296976
97	0.371897917945063	-0.338460472580032	0.285125021494706	0.219942077789826	0.148250958128683	0.531965302293785	2.81244906298044	-0.0614974791962255	0.109654737045277	0.00405402320476393	0.445322343841244	0.476527876112496	0.0316551046578865
98	-5.14830805663379	-0.274713066574173	0.227967028178055	0.213856920395417	0.253443380995504	0.537909792726524	3.19191011301401	0.294896454099978	0.104135108520497	0.0114294274434648	0.67729120863979	1.58591944620374	0.0623760305477958
101	1.46232871409146	-0.303321627136307	0.227970366038163	0.240737423096223	0.179002424879782	0.665321635072716	2.8799476277006	-0.113699584718381	0.00977761798094634	-0.00273624223617693	0.328298398986507	0.106200343821084	0.0245202442764025
102	-5.47778822783741	-0.142414164897041	0.240427021540482	0.247977956924958	0.0762835947711391	0.414844797914513	3.40961428991678	0.469652325395907	0.374588203956593	0.0076292699858747	0.71292650862043	1.62933201238874	0.0653429560496192
103	2.05019369419304	-0.243243959899978	0.20226479009517	0.261462196503205	0.1193052736957	0.567928122346886	2.83313580862406	-0.261836915727292	-0.0543066734771835	-0.00584609222559114	0.360117191210438	0.253544813845192	0.0210149947686772
105	-4.85047032241138	-0.511768129821853	0.31353712514766	0.418192371521516	0.287570854826681	0.600138710802086	3.00661834589365	0.128832906965579	0.139320684005727	0.0113619996890626	0.631181357190062	1.71643371031049	0.0502475172414165
106	2.5285841941425	0.303402784112854	0.681990150965531	-3.06529475768991	-1.35883674939085	0.181347655122765	-13.6358570206988	0.859543711428012	2.15805257611464	-0.0189924828983643	0.480625817313839	0.491303211901223	0.0194536457436811
107	-6.87766816024097	-0.0652910966239736	-0.200480218373458	-0.321993127669769	0.061139485045187	0.528556393449791	3.7518856178892	0.378743857626284	0.228888464500417	0.0127625374779306	0.757323095336605	1.58515662595991	0.0708289079501014
108	-5.60268570784839	-0.283380684610443	0.247634176768143	0.178837284241242	0.234386107130758	0.561792420213707	3.24174162260416	0.358114392046298	0.17150397353362	0.0100810921475492	0.682579943671871	1.59604138777021	0.0628386557235103
109	-8.03902127150806	-0.495543566700058	0.108384136713822	0.392912849579377	0.00541915576051899	0.429805563753136	3.60199191681269	-0.0797443683106054	0.370227885772694	0.00803739788981299	0.770575115218807	2.17983717367414	0.0592137582733016
110	6.56168673630444	-0.0899322900734709	0.254323963679154	0.242320999298615	0.124562641783468	0.547200726335533	2.57654556146982	-0.101550489183103	-0.0405062908630478	-0.011287537151555	0.169013181462933	-0.411682539727653	-0.00558308994931173
111	2.68515358563153	-0.267255154605942	0.291719202555497	0.296333774719758	0.237606903715841	0.630222367113121	2.81414958349588	-0.200803905244504	0.0804516797561539	-0.00371525783983846	0.369309076800991	0.371413952562844	0.0222056338696461
112	-5.23868872527393	-0.437315580602722	0.268190388239701	0.303087219391389	0.297449013396017	0.649948643510826	3.34705194345835	0.36582669663843	0.0736836915511978	0.0088836385593019	0.708396861091305	1.41214442894224	0.0651150167121272
113	-5.48672892455372	0.394782307390137	0.216635469950516	-0.0814011248011162	0.479097267790548	0.475874708955772	3.63378747812632	0.955114663128222	0.752540302803029	-0.00184229922441621	0.689504058793236	1.52018666908506	0.0628646992279868
114	5.18594978447643	-0.0164173666201399	0.321437363184769	0.408368810806794	0.0729016272265834	0.327134178941734	2.57177647463205	0.0450684731047999	0.0139828448791397	-0.00371186968831201	0.206002691522289	-0.27257501437899	0.00493113958674479
115	-7.32496716384205	-0.0921696398220823	0.434240941561539	0.305386051331086	0.260404249830954	0.579111145799645	4.08666017166498	0.920069307569827	0.906246018936147	0.0111292994305692	0.634079871460844	1.78034777090315	0.0632367774977069
116	-5.51952864531788	-0.604403642173843	1.36721528009303	1.62424705902152	1.72439869324755	1.81563918477822	3.27950915209177	0.974295586828555	0.271610093643178	0.0150970986768804	1.21742106391494	1.00800595328573	0.0399479147179704
117	-7.17381455306324	0.545761468652649	-2.46050691171757	0.327057584915681	-0.378056624726542	0.214493321245201	2.60941215864542	1.43784530508932	0.846921992828358	0.00581317978950362	0.44443261040752	1.44808912918333	0.105251812203107
118	-6.1594197929314	-0.403351781126098	0.624920491732438	0.371718629990144	0.314067265196554	0.331472681825645	3.50930973402384	0.880974472050036	0.764725935985554	0.0012194889322124	0.695670375362087	1.59147412225965	0.0451513648166041
120	6.17787478562084	-0.0740727010927961	0.265923027552445	0.224686369095368	0.116429468794577	0.542650984590538	2.53520830980661	-0.0948826367813695	-0.0552955145340073	-0.0110634758412637	0.159251192346264	-0.421723538186515	-0.00876662804347467
122	0.117734652716791	-0.292476144786911	0.256136898554642	0.28842519203238	0.255392691298239	0.635928677385338	2.86316903940561	-0.0365027482468236	0.129752111961354	0.00063385467084269	0.492022322252441	0.734400450143849	0.0273798916621785
123	-2.73130680922779	-0.230242905374603	-0.0205860094653771	0.124423011932893	-0.141388991669901	0.53239922410775	3.17764302603129	0.330346435789431	0.397207689811696	0.0145907087907396	0.666714617744137	0.867949820015465	0.0393042292578797
124	3.59414373036114	-0.0869993690214918	0.223845009363969	0.16089890876822	0.100967547102682	0.978590773408897	2.27093442789438	-0.0957498843628515	0.220277023841847	0.00663054200859885	0.301409462228466	0.182253903601204	0.00364055187839079
125	-6.1714523017815	-0.266008165832596	0.172067169703324	0.163155779037995	0.145819803877584	0.50795321351815	3.30405720583323	0.236707062010134	0.0839031463165176	0.015441449610909	0.690698439016987	1.63022977754835	0.0648917488886695
127	-6.33370663527759	-0.659041372295456	0.65469456151851	-2.57487584670969	-0.506421664551981	-0.393534613782875	2.75045486799601	1.37775751623925	0.413909388114919	-0.0937365980163016	0.518895329669167	2.50235921785597	0.0647536412014346
128	3.86872563954083	0.135037506762905	0.917556051768143	0.456986173782868	0.73971416632723	1.23380975610543	1.26355275026682	-0.208345800157224	0.21462650351714	-0.0148978640600838	0.262272128596951	0.505454069826638	0.000355011610565663
130	-5.92385270003589	-0.241360065694885	0.283984427012284	0.219847425613923	0.180536886854879	0.565778063600548	3.35080053917292	0.400390655283297	0.438775611450185	0.00558413404079298	0.545834978804041	1.70319945261243	0.0580267168714385
133	0.324110966879999	-0.372311440464096	0.335164551295121	0.359366878662629	0.265300175352804	0.680536078279503	2.88876124731424	-0.0944906766373266	0.0178598886031998	-0.000605283053199249	0.438224026694943	0.399843222353493	0.0269918430729489
134	-2.76543261412891	-0.428624925371246	0.190558437861283	0.259006961975617	0.516720434828512	0.564693259065636	3.02180096022013	0.119926065687503	0.287454319526662	-0.000161215411106544	0.763735646143604	1.19087011263136	0.0561405800415854
136	0.416816455084955	-1.71697684859856	-1.79209136530034	-1.48962642272897	-0.762716153458841	-1.26520438306998	4.77194538227442	1.23274118501362	-0.0827672953109848	0.0142636692807279	0.661240609124352	0.533310285661255	0.0719978779687266
138	5.90870998497692	-0.0852328661642835	0.259024147547562	0.291845306549592	0.165850063963644	0.597043560808189	2.57854195944193	-0.154785781617795	-0.0640988821487534	-0.0133231261089243	0.153777608409573	-0.360337906625236	-0.00476275867384863
139	-6.04290844802173	-0.280349132772522	0.218175892390092	0.220626815949006	0.245173832579367	0.547348069017418	3.16855749002817	0.276728243116702	0.0808298116226089	0.0103745183631978	0.658459106221844	1.65110654279951	0.0599704019858222
140	0.85426757927624	-0.255216268058853	0.162663940943558	-0.0633850248713066	-0.20124087651182	0.663890408342369	2.59899028650644	0.155418843511904	0.155455661346425	0.00290791343005518	0.427404904499699	0.21949116036657	0.0180416211385931
141	-4.69215943221363	-0.2703093860112	0.209561113871415	0.207680210266633	0.235730072661154	0.490970896547325	3.14311035982493	0.237687081579531	0.0995014434356583	0.0105380995854936	0.654408333584715	1.6184579794145	0.0624168001248221
142	1.35389606352535	-0.206444469448166	0.21452212766536	0.253882154617829	0.166502138777487	0.64064364320565	2.84926363340738	-0.0775722558457006	0.141619277526845	-0.00333190684167524	0.362031886115719	0.571871220026051	0.0180649634583573
143	-2.51786496047291	-0.316483405586319	0.41751456693538	0.424601778183503	0.294219156904928	0.697226332490929	3.00729473940256	0.0307643120330225	0.0929382567901504	0.00360821957739214	0.593347904150423	1.0987618033624	0.0366868179424386
144	-5.30546309356006	-0.279077884908752	0.230020527399857	0.213004812393708	0.218890091582052	0.532995985811241	3.1448390137327	0.312197536711062	0.121583176185597	0.00969737234564642	0.667868444457699	1.61861122295622	0.0609541729225497
145	5.74140737648693	-0.106492859479027	0.376905684031327	0.239082559738679	0.186065098448507	0.63012723810006	2.49625643602732	-0.237134962793027	-0.16480259842683	-0.0130460036262669	0.118033328786541	-0.350407295968498	-0.0137188538776059
147	-5.98391701583179	-0.440729615446167	0.292749170817216	0.365035518799348	0.0425728766162319	0.534913586442955	3.7328751336706	0.955989540104235	0.439997864295949	0.0168316199168764	0.75709798349445	1.2555440132356	0.0731924668087344
